2025-12-10T05:07:09.314510 -130.1704101
2025-12-10T05:27:45.590269 height_gnss: 462.90
2025-12-10T05:27:45.591269 lat_gnss: 56.4608726
2025-12-10T05:27:45.591269 lon_gnss: -18.7514095
2025-12-10T05:27:45.595272 battery_voltage: 8.17
2025-12-10T05:27:45.595272 rssi: -92.00
2025-12-10T05:27:45.598898 time_since_last_packet: 125
2025-12-10T05:27:45.724450 temperature > 80 C: 32
2025-12-10T05:27:45.725510 subsystem_status: 7
2025-12-10T05:27:45.726515 flight_mode: 1
2025-12-10T05:27:45.727015 low_power_mode: 1
2025-12-10T05:27:45.727015 status_events: 96
2025-12-10T05:27:45.730514 acceleration: 19.9900
2025-12-10T05:27:45.731517 height_pressure: 27.20
2025-12-10T05:27:45.734514 height_gnss: 230.10
2025-12-10T05:27:45.734514 lat_gnss: 39.7563514
2025-12-10T05:27:45.738520 lon_gnss: 167.3387145
2025-12-10T05:27:45.739020 battery_voltage: 7.19
2025-12-10T05:27:45.739020 rssi: -97.00
2025-12-10T05:27:45.742536 time_since_last_packet: 125
2025-12-10T05:27:45.867834 temperature > 80 C: 50
2025-12-10T05:27:45.869337 subsystem_status: 2
2025-12-10T05:27:45.869837 flight_mode: 1
2025-12-10T05:27:45.869837 low_power_mode: 0
2025-12-10T05:27:45.873839 status_events: 233
2025-12-10T05:27:45.873839 acceleration: 10.8100
2025-12-10T05:27:45.877861 height_pressure: 944.20
2025-12-10T05:27:45.877861 height_gnss: 326.00
2025-12-10T05:27:45.881862 lat_gnss: 80.4325942
2025-12-10T05:27:45.881862 lon_gnss: -154.3621826
2025-12-10T05:27:45.885868 battery_voltage: 8.67
2025-12-10T05:27:45.886368 rssi: -59.00
2025-12-10T05:27:45.886368 time_since_last_packet: 125
2025-12-10T05:27:46.011700 temperature > 80 C: 84
2025-12-10T05:27:46.013196 subsystem_status: 7
2025-12-10T05:27:46.013696 flight_mode: 1
2025-12-10T05:27:46.017207 low_power_mode: 0
2025-12-10T05:27:46.017707 status_events: 84
2025-12-10T05:27:46.017707 acceleration: 2.3200
2025-12-10T05:27:46.028713 height_pressure: 380.10
2025-12-10T05:27:46.029216 height_gnss: 784.30
2025-12-10T05:27:46.029716 lat_gnss: -64.3677444
2025-12-10T05:27:46.029716 lon_gnss: -161.2782287
2025-12-10T05:27:46.030216 battery_voltage: 9.88
2025-12-10T05:27:46.030216 rssi: -90.00
2025-12-10T05:27:46.033345 time_since_last_packet: 126
2025-12-10T05:27:46.158996 temperature > 80 C: 42
2025-12-10T05:27:46.159502 subsystem_status: 2
2025-12-10T05:27:46.160505 flight_mode: 0
2025-12-10T05:27:46.161002 low_power_mode: 1
2025-12-10T05:27:46.161002 status_events: 90
2025-12-10T05:27:46.164504 acceleration: 7.6900
2025-12-10T05:27:46.164504 height_pressure: 526.50
2025-12-10T05:27:46.169012 height_gnss: 726.70
2025-12-10T05:27:46.169512 lat_gnss: 1.6662559
2025-12-10T05:27:46.172724 lon_gnss: -32.4439048
2025-12-10T05:27:46.173225 battery_voltage: 7.84
2025-12-10T05:27:46.173225 rssi: -84.00
2025-12-10T05:27:46.183743 time_since_last_packet: 126
2025-12-10T05:27:46.309738 temperature > 80 C: 39
2025-12-10T05:27:46.310237 subsystem_status: 3
2025-12-10T05:27:46.310237 flight_mode: 1
2025-12-10T05:27:46.310737 low_power_mode: 0
2025-12-10T05:27:46.311237 status_events: 16
2025-12-10T05:27:46.311237 acceleration: 12.2400
2025-12-10T05:27:46.311737 height_pressure: 493.10
2025-12-10T05:27:46.312237 height_gnss: 358.40
2025-12-10T05:27:46.316243 lat_gnss: 68.4070739
2025-12-10T05:27:46.316748 lon_gnss: -65.3148345
2025-12-10T05:27:46.320073 battery_voltage: 5.20
2025-12-10T05:27:46.320573 rssi: -93.00
2025-12-10T05:27:46.322078 time_since_last_packet: 126
2025-12-10T05:27:46.447761 temperature > 80 C: 74
2025-12-10T05:27:46.447761 subsystem_status: 7
2025-12-10T05:27:46.448259 flight_mode: 1
2025-12-10T05:27:46.451259 low_power_mode: 1
2025-12-10T05:27:46.451760 status_events: 11
2025-12-10T05:27:46.451760 acceleration: 3.7900
2025-12-10T05:27:46.462781 height_pressure: 129.60
2025-12-10T05:27:46.462781 height_gnss: 930.30
2025-12-10T05:27:46.463281 lat_gnss: 54.2744903
2025-12-10T05:27:46.463780 lon_gnss: -64.6253967
2025-12-10T05:27:46.464281 battery_voltage: 8.05
2025-12-10T05:27:46.464281 rssi: -78.00
2025-12-10T05:27:46.467287 time_since_last_packet: 125
2025-12-10T05:27:46.593427 temperature > 80 C: 55
2025-12-10T05:27:46.593935 subsystem_status: 6
2025-12-10T05:27:46.594435 flight_mode: 1
2025-12-10T05:27:46.594435 low_power_mode: 1
2025-12-10T05:27:46.594435 status_events: 148
2025-12-10T05:27:46.598922 acceleration: 4.2000
2025-12-10T05:27:46.598922 height_pressure: 965.30
2025-12-10T05:27:46.602922 height_gnss: 562.00
2025-12-10T05:27:46.603422 lat_gnss: 41.2034072
2025-12-10T05:27:46.606932 lon_gnss: -17.3362274
2025-12-10T05:27:46.607430 battery_voltage: 7.36
2025-12-10T05:27:46.607930 rssi: -71.00
2025-12-10T05:27:46.618970 time_since_last_packet: 126
2025-12-10T05:27:46.744512 temperature > 80 C: 33
2025-12-10T05:27:46.745515 subsystem_status: 3
2025-12-10T05:27:46.745515 flight_mode: 0
2025-12-10T05:27:46.746018 low_power_mode: 0
2025-12-10T05:27:46.746018 status_events: 20
2025-12-10T05:27:46.746517 acceleration: 4.8100
2025-12-10T05:27:46.746517 height_pressure: 305.70
2025-12-10T05:27:46.746517 height_gnss: 83.40
2025-12-10T05:27:46.750518 lat_gnss: -87.0279312
2025-12-10T05:27:46.750518 lon_gnss: -41.2618865
2025-12-10T05:27:46.754518 battery_voltage: 6.43
2025-12-10T05:27:46.754518 rssi: -58.00
2025-12-10T05:27:46.754518 time_since_last_packet: 126
2025-12-10T05:27:46.880720 temperature > 80 C: 86
2025-12-10T05:27:46.881225 subsystem_status: 6
2025-12-10T05:27:46.881723 flight_mode: 1
2025-12-10T05:27:46.885726 low_power_mode: 1
2025-12-10T05:27:46.885726 status_events: 219
2025-12-10T05:27:46.886229 acceleration: 4.9400
2025-12-10T05:27:46.896736 height_pressure: 581.80
2025-12-10T05:27:46.897238 height_gnss: 628.60
2025-12-10T05:27:46.897738 lat_gnss: 74.3016967
2025-12-10T05:27:46.897738 lon_gnss: -138.5161895
2025-12-10T05:27:46.897738 battery_voltage: 6.41
2025-12-10T05:27:46.898239 rssi: -34.00
2025-12-10T05:27:46.901739 time_since_last_packet: 125
2025-12-10T05:27:47.027885 temperature > 80 C: 32
2025-12-10T05:27:47.028388 subsystem_status: 2
2025-12-10T05:27:47.028888 flight_mode: 1
2025-12-10T05:27:47.028888 low_power_mode: 1
2025-12-10T05:27:47.029388 status_events: 166
2025-12-10T05:27:47.032888 acceleration: 18.5300
2025-12-10T05:27:47.033389 height_pressure: 300.20
2025-12-10T05:27:47.036894 height_gnss: 900.40
2025-12-10T05:27:47.037395 lat_gnss: 68.6567077
2025-12-10T05:27:47.041192 lon_gnss: -134.3830718
2025-12-10T05:27:47.041692 battery_voltage: 8.23
2025-12-10T05:27:47.044690 rssi: -100.00
2025-12-10T05:27:47.045694 time_since_last_packet: 126
2025-12-10T05:27:47.172106 temperature > 80 C: 79
2025-12-10T05:27:47.173106 subsystem_status: 4
2025-12-10T05:27:47.173607 flight_mode: 1
2025-12-10T05:27:47.174106 low_power_mode: 0
2025-12-10T05:27:47.176614 status_events: 105
2025-12-10T05:27:47.177114 acceleration: 1.3700
2025-12-10T05:27:47.180615 height_pressure: 695.00
2025-12-10T05:27:47.181114 height_gnss: 594.00
2025-12-10T05:27:47.184614 lat_gnss: 68.2288513
2025-12-10T05:27:47.185624 lon_gnss: -8.7329101
2025-12-10T05:27:47.188652 battery_voltage: 6.06
2025-12-10T05:27:47.189158 rssi: -35.00
2025-12-10T05:27:47.189658 time_since_last_packet: 125
2025-12-10T05:27:47.315948 temperature > 80 C: 75
2025-12-10T05:27:47.316448 subsystem_status: 2
2025-12-10T05:27:47.316947 flight_mode: 1
2025-12-10T05:27:47.319947 low_power_mode: 0
2025-12-10T05:27:47.320447 status_events: 18
2025-12-10T05:27:47.323948 acceleration: 3.7800
2025-12-10T05:27:47.324448 height_pressure: 283.70
2025-12-10T05:27:47.327962 height_gnss: 298.40
2025-12-10T05:27:47.329467 lat_gnss: -2.9181138
2025-12-10T05:27:47.329961 lon_gnss: -141.4564514
2025-12-10T05:27:47.332199 battery_voltage: 11.12
2025-12-10T05:27:47.332699 rssi: -98.00
2025-12-10T05:27:47.335898 time_since_last_packet: 126
2025-12-10T05:27:47.461108 temperature > 80 C: 48
2025-12-10T05:27:47.461613 subsystem_status: 1
2025-12-10T05:27:47.463111 flight_mode: 1
2025-12-10T05:27:47.463111 low_power_mode: 0
2025-12-10T05:27:47.463613 status_events: 106
2025-12-10T05:27:47.467136 acceleration: 10.3900
2025-12-10T05:27:47.467637 height_pressure: 322.70
2025-12-10T05:27:47.471135 height_gnss: 457.50
2025-12-10T05:27:47.472138 lat_gnss: 61.3084487
2025-12-10T05:27:47.475650 lon_gnss: 179.7121887
2025-12-10T05:27:47.475650 battery_voltage: 5.83
2025-12-10T05:27:47.479655 rssi: -59.00
2025-12-10T05:27:47.479655 time_since_last_packet: 125
2025-12-10T05:27:47.604686 temperature > 80 C: 22
2025-12-10T05:27:47.606717 subsystem_status: 2
2025-12-10T05:27:47.607217 flight_mode: 1
2025-12-10T05:27:47.607721 low_power_mode: 1
2025-12-10T05:27:47.610715 status_events: 213
2025-12-10T05:27:47.611215 acceleration: 9.6100
2025-12-10T05:27:47.614715 height_pressure: 742.20
2025-12-10T05:27:47.614715 height_gnss: 121.70
2025-12-10T05:27:47.618724 lat_gnss: -57.3855018
2025-12-10T05:27:47.619224 lon_gnss: 127.3452529
2025-12-10T05:27:47.623056 battery_voltage: 11.05
2025-12-10T05:27:47.623555 rssi: -39.00
2025-12-10T05:27:47.626569 time_since_last_packet: 126
2025-12-10T05:27:47.752421 temperature > 80 C: 28
2025-12-10T05:27:47.752924 subsystem_status: 3
2025-12-10T05:27:47.752924 flight_mode: 1
2025-12-10T05:27:47.753924 low_power_mode: 1
2025-12-10T05:27:47.753924 status_events: 15
2025-12-10T05:27:47.757941 acceleration: 18.3200
2025-12-10T05:27:47.757941 height_pressure: 257.80
2025-12-10T05:27:47.761962 height_gnss: 696.70
2025-12-10T05:27:47.762630 lat_gnss: 8.1176595
2025-12-10T05:27:47.766145 lon_gnss: -45.3628768
2025-12-10T05:27:47.766646 battery_voltage: 5.39
2025-12-10T05:27:47.766646 rssi: -54.00
2025-12-10T05:27:47.770147 time_since_last_packet: 126
2025-12-10T05:27:47.895725 temperature > 80 C: 60
2025-12-10T05:27:47.896228 subsystem_status: 6
2025-12-10T05:27:47.897228 flight_mode: 1
2025-12-10T05:27:47.897228 low_power_mode: 1
2025-12-10T05:27:47.901228 status_events: 67
2025-12-10T05:27:47.901728 acceleration: 16.0600
2025-12-10T05:27:47.904729 height_pressure: 752.20
2025-12-10T05:27:47.905739 height_gnss: 153.60
2025-12-10T05:27:47.906246 lat_gnss: 47.2170677
2025-12-10T05:27:47.909746 lon_gnss: -92.3270950
2025-12-10T05:27:47.909746 battery_voltage: 9.27
2025-12-10T05:27:47.913746 rssi: -61.00
2025-12-10T05:27:47.913746 time_since_last_packet: 126
2025-12-10T05:27:48.039063 temperature > 80 C: 85
2025-12-10T05:27:48.040605 subsystem_status: 0
2025-12-10T05:27:48.041106 flight_mode: 1
2025-12-10T05:27:48.041607 low_power_mode: 1
2025-12-10T05:27:48.044612 status_events: 207
2025-12-10T05:27:48.044612 acceleration: 10.9300
2025-12-10T05:27:48.049118 height_pressure: 93.70
2025-12-10T05:27:48.049118 height_gnss: 983.50
2025-12-10T05:27:48.053119 lat_gnss: 63.5932159
2025-12-10T05:27:48.053619 lon_gnss: -65.9804382
2025-12-10T05:27:48.057141 battery_voltage: 11.52
2025-12-10T05:27:48.057636 rssi: -57.00
2025-12-10T05:27:48.061136 time_since_last_packet: 125
2025-12-10T05:27:48.187364 temperature > 80 C: 44
2025-12-10T05:27:48.187364 subsystem_status: 6
2025-12-10T05:27:48.187864 flight_mode: 1
2025-12-10T05:27:48.188364 low_power_mode: 1
2025-12-10T05:27:48.188864 status_events: 134
2025-12-10T05:27:48.192364 acceleration: 17.1500
2025-12-10T05:27:48.192866 height_pressure: 284.00
2025-12-10T05:27:48.196382 height_gnss: 269.30
2025-12-10T05:27:48.199883 lat_gnss: -18.3268756
2025-12-10T05:27:48.200383 lon_gnss: 39.3527488
2025-12-10T05:27:48.200884 battery_voltage: 10.48
2025-12-10T05:27:48.201383 rssi: -49.00
2025-12-10T05:27:48.204382 time_since_last_packet: 126
2025-12-10T05:27:48.329177 temperature > 80 C: 56
2025-12-10T05:27:48.329681 subsystem_status: 0
2025-12-10T05:27:48.331491 flight_mode: 0
2025-12-10T05:27:48.331990 low_power_mode: 1
2025-12-10T05:27:48.335496 status_events: 43
2025-12-10T05:27:48.337002 acceleration: 16.4300
2025-12-10T05:27:48.339501 height_pressure: 378.30
2025-12-10T05:27:48.340001 height_gnss: 394.20
2025-12-10T05:27:48.341002 lat_gnss: -3.7626459
2025-12-10T05:27:48.344003 lon_gnss: 173.8547363
2025-12-10T05:27:48.344502 battery_voltage: 8.74
2025-12-10T05:27:48.348013 rssi: -37.00
2025-12-10T05:27:48.348513 time_since_last_packet: 126
2025-12-10T05:27:48.474111 temperature > 80 C: 55
2025-12-10T05:27:48.474612 subsystem_status: 5
2025-12-10T05:27:48.475617 flight_mode: 1
2025-12-10T05:27:48.479125 low_power_mode: 0
2025-12-10T05:27:48.479125 status_events: 77
2025-12-10T05:27:48.479624 acceleration: 5.5100
2025-12-10T05:27:48.483126 height_pressure: 183.80
2025-12-10T05:27:48.483626 height_gnss: 11.20
2025-12-10T05:27:48.487458 lat_gnss: -29.0785636
2025-12-10T05:27:48.487958 lon_gnss: -139.3846435
2025-12-10T05:27:48.491459 battery_voltage: 11.14
2025-12-10T05:27:48.491959 rssi: -77.00
2025-12-10T05:27:48.494457 time_since_last_packet: 125
2025-12-10T05:27:48.620585 temperature > 80 C: 89
2025-12-10T05:27:48.621087 subsystem_status: 2
2025-12-10T05:27:48.622087 flight_mode: 1
2025-12-10T05:27:48.622587 low_power_mode: 1
2025-12-10T05:27:48.622587 status_events: 240
2025-12-10T05:27:48.626159 acceleration: 4.0800
2025-12-10T05:27:48.626662 height_pressure: 364.20
2025-12-10T05:27:48.630662 height_gnss: 208.20
2025-12-10T05:27:48.631162 lat_gnss: -83.7242126
2025-12-10T05:27:48.634394 lon_gnss: -156.9732666
2025-12-10T05:27:48.634394 battery_voltage: 10.52
2025-12-10T05:27:48.634394 rssi: -98.00
2025-12-10T05:27:48.645416 time_since_last_packet: 125
2025-12-10T05:27:48.771296 temperature > 80 C: 22
2025-12-10T05:27:48.771799 subsystem_status: 7
2025-12-10T05:27:48.771799 flight_mode: 0
2025-12-10T05:27:48.771799 low_power_mode: 1
2025-12-10T05:27:48.772298 status_events: 199
2025-12-10T05:27:48.772298 acceleration: 12.3100
2025-12-10T05:27:48.773805 height_pressure: 297.20
2025-12-10T05:27:48.774305 height_gnss: 59.90
2025-12-10T05:27:48.777806 lat_gnss: -21.4536437
2025-12-10T05:27:48.778307 lon_gnss: 107.3704986
2025-12-10T05:27:48.781973 battery_voltage: 6.52
2025-12-10T05:27:48.781973 rssi: -89.00
2025-12-10T05:27:48.782474 time_since_last_packet: 126
2025-12-10T05:27:48.908885 temperature > 80 C: 86
2025-12-10T05:27:48.909885 subsystem_status: 6
2025-12-10T05:27:48.910384 flight_mode: 1
2025-12-10T05:27:48.913384 low_power_mode: 0
2025-12-10T05:27:48.913884 status_events: 121
2025-12-10T05:27:48.917259 acceleration: 6.2700
2025-12-10T05:27:48.917765 height_pressure: 179.70
2025-12-10T05:27:48.918263 height_gnss: 768.70
2025-12-10T05:27:48.929285 lat_gnss: -48.7978096
2025-12-10T05:27:48.929785 lon_gnss: -119.3364715
2025-12-10T05:27:48.930286 battery_voltage: 10.72
2025-12-10T05:27:48.930286 rssi: -98.00
2025-12-10T05:27:48.930786 time_since_last_packet: 125
2025-12-10T05:27:49.056074 temperature > 80 C: 70
2025-12-10T05:27:49.056574 subsystem_status: 1
2025-12-10T05:27:49.056574 flight_mode: 1
2025-12-10T05:27:49.057074 low_power_mode: 0
2025-12-10T05:27:49.057074 status_events: 42
2025-12-10T05:27:49.060574 acceleration: 17.1000
2025-12-10T05:27:49.061076 height_pressure: 83.50
2025-12-10T05:27:49.064577 height_gnss: 392.80
2025-12-10T05:27:49.065580 lat_gnss: 64.9457397
2025-12-10T05:27:49.068583 lon_gnss: 123.5871200
2025-12-10T05:27:49.069085 battery_voltage: 7.01
2025-12-10T05:27:49.072083 rssi: -84.00
2025-12-10T05:27:49.073086 time_since_last_packet: 125
2025-12-10T05:27:49.198774 temperature > 80 C: 37
2025-12-10T05:27:49.199840 subsystem_status: 2
2025-12-10T05:27:49.200338 flight_mode: 0
2025-12-10T05:27:49.200338 low_power_mode: 1
2025-12-10T05:27:49.203839 status_events: 154
2025-12-10T05:27:49.204339 acceleration: 1.2800
2025-12-10T05:27:49.207843 height_pressure: 952.80
2025-12-10T05:27:49.208344 height_gnss: 429.00
2025-12-10T05:27:49.212344 lat_gnss: -49.1315231
2025-12-10T05:27:49.212344 lon_gnss: -5.5999221
2025-12-10T05:27:49.216361 battery_voltage: 8.47
2025-12-10T05:27:49.216863 rssi: -65.00
2025-12-10T05:27:49.219945 time_since_last_packet: 126
2025-12-10T05:27:49.346050 temperature > 80 C: 77
2025-12-10T05:27:49.346550 subsystem_status: 4
2025-12-10T05:27:49.347050 flight_mode: 0
2025-12-10T05:27:49.347559 low_power_mode: 0
2025-12-10T05:27:49.348056 status_events: 181
2025-12-10T05:27:49.351555 acceleration: 7.8600
2025-12-10T05:27:49.352055 height_pressure: 817.50
2025-12-10T05:27:49.355560 height_gnss: 367.50
2025-12-10T05:27:49.357067 lat_gnss: 16.9146327
2025-12-10T05:27:49.357565 lon_gnss: 121.6312561
2025-12-10T05:27:49.360066 battery_voltage: 9.50
2025-12-10T05:27:49.360066 rssi: -97.00
2025-12-10T05:27:49.363564 time_since_last_packet: 126
2025-12-10T05:27:49.489653 temperature > 80 C: 43
2025-12-10T05:27:49.490156 subsystem_status: 3
2025-12-10T05:27:49.490664 flight_mode: 0
2025-12-10T05:27:49.491158 low_power_mode: 1
2025-12-10T05:27:49.491158 status_events: 184
2025-12-10T05:27:49.494656 acceleration: 4.6100
2025-12-10T05:27:49.494656 height_pressure: 544.00
2025-12-10T05:27:49.498944 height_gnss: 692.90
2025-12-10T05:27:49.499657 lat_gnss: -12.9563312
2025-12-10T05:27:49.503183 lon_gnss: -107.0200805
2025-12-10T05:27:49.503183 battery_voltage: 7.20
2025-12-10T05:27:49.507188 rssi: -65.00
2025-12-10T05:27:49.507188 time_since_last_packet: 126
2025-12-10T05:27:49.633255 temperature > 80 C: 48
2025-12-10T05:27:49.634260 subsystem_status: 6
2025-12-10T05:27:49.634260 flight_mode: 0
2025-12-10T05:27:49.634761 low_power_mode: 1
2025-12-10T05:27:49.638271 status_events: 171
2025-12-10T05:27:49.638771 acceleration: 12.4900
2025-12-10T05:27:49.642270 height_pressure: 778.80
2025-12-10T05:27:49.642770 height_gnss: 376.60
2025-12-10T05:27:49.646292 lat_gnss: 70.1299362
2025-12-10T05:27:49.646792 lon_gnss: -84.9261703
2025-12-10T05:27:49.650292 battery_voltage: 6.59
2025-12-10T05:27:49.650792 rssi: -73.00
2025-12-10T05:27:49.654293 time_since_last_packet: 126
2025-12-10T05:27:49.779896 temperature > 80 C: 63
2025-12-10T05:27:49.780399 subsystem_status: 2
2025-12-10T05:27:49.780399 flight_mode: 0
2025-12-10T05:27:49.781398 low_power_mode: 1
2025-12-10T05:27:49.781899 status_events: 247
2025-12-10T05:27:49.785916 acceleration: 10.2100
2025-12-10T05:27:49.785916 height_pressure: 639.10
2025-12-10T05:27:49.789916 height_gnss: 69.90
2025-12-10T05:27:49.789916 lat_gnss: 61.7355575
2025-12-10T05:27:49.793865 lon_gnss: 71.9252700
2025-12-10T05:27:49.793865 battery_voltage: 8.28
2025-12-10T05:27:49.794368 rssi: -55.00
2025-12-10T05:27:49.797717 time_since_last_packet: 125
2025-12-10T05:27:49.923417 temperature > 80 C: 85
2025-12-10T05:27:49.924417 subsystem_status: 3
2025-12-10T05:27:49.924959 flight_mode: 1
2025-12-10T05:27:49.925462 low_power_mode: 1
2025-12-10T05:27:49.928921 status_events: 155
2025-12-10T05:27:49.929423 acceleration: 11.9300
2025-12-10T05:27:49.932922 height_pressure: 792.20
2025-12-10T05:27:49.933422 height_gnss: 850.90
2025-12-10T05:27:49.933922 lat_gnss: -32.2421913
2025-12-10T05:27:49.937428 lon_gnss: 47.0120048
2025-12-10T05:27:49.937428 battery_voltage: 6.10
2025-12-10T05:27:49.941427 rssi: -34.00
2025-12-10T05:27:49.941427 time_since_last_packet: 125
2025-12-10T05:27:50.067409 temperature > 80 C: 21
2025-12-10T05:27:50.068414 subsystem_status: 3
2025-12-10T05:27:50.068914 flight_mode: 0
2025-12-10T05:27:50.068914 low_power_mode: 0
2025-12-10T05:27:50.072413 status_events: 33
2025-12-10T05:27:50.072914 acceleration: 15.2400
2025-12-10T05:27:50.076437 height_pressure: 283.30
2025-12-10T05:27:50.076939 height_gnss: 977.90
2025-12-10T05:27:50.080442 lat_gnss: 36.5393447
2025-12-10T05:27:50.080942 lon_gnss: -16.8485832
2025-12-10T05:27:50.084442 battery_voltage: 5.47
2025-12-10T05:27:50.084442 rssi: -69.00
2025-12-10T05:27:50.088447 time_since_last_packet: 125
2025-12-10T05:27:50.214499 temperature > 80 C: 40
2025-12-10T05:27:50.214499 subsystem_status: 3
2025-12-10T05:27:50.215509 flight_mode: 1
2025-12-10T05:27:50.215509 low_power_mode: 1
2025-12-10T05:27:50.216016 status_events: 250
2025-12-10T05:27:50.219873 acceleration: 12.5400
2025-12-10T05:27:50.219873 height_pressure: 756.30
2025-12-10T05:27:50.224174 height_gnss: 765.10
2025-12-10T05:27:50.224682 lat_gnss: -21.1366939
2025-12-10T05:27:50.228195 lon_gnss: -125.0767669
2025-12-10T05:27:50.228697 battery_voltage: 7.78
2025-12-10T05:27:50.229195 rssi: -98.00
2025-12-10T05:27:50.232198 time_since_last_packet: 125
2025-12-10T05:27:50.357963 temperature > 80 C: 28
2025-12-10T05:27:50.357963 subsystem_status: 2
2025-12-10T05:27:50.368926 flight_mode: 0
2025-12-10T05:27:50.369429 low_power_mode: 1
2025-12-10T05:27:50.369429 status_events: 139
2025-12-10T05:27:50.369429 acceleration: 16.4600
2025-12-10T05:27:50.369929 height_pressure: 932.20
2025-12-10T05:27:50.369929 height_gnss: 76.50
